"game_id","Off_abbrev","Def_abbrev","fga","fgm","xpa","xpm","fga_0_39","fgm_0_39","fga_40_49","fgm_40_49","fga_50","fgm_50","player","Total_DKP","Total_FDP","Total_SDP","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"201912010den","LAC","DEN",3,2,2,2,1,1,1,1,1,0,"Michael Badgley",9,9,9,"LAC","DEN",20,23,"False","outdoors","grass",33,51,7,-4.5,"LAC",39,2019-12-01
"201912010den","DEN","LAC",3,3,2,2,1,1,0,0,2,2,"Brandon McManus",15,15,15,"LAC","DEN",20,23,"False","outdoors","grass",33,51,7,-4.5,"LAC",39,2019-12-01
"201912010htx","0","0",0,0,4,4,0,0,0,0,0,0,"Ka'imi Fairbairn",4,4,4,"NWE","HOU",22,28,"False","retractable roof (closed)","grass",72,45,0,-3.5,"NWE",47,2019-12-01
"201912010htx","NWE","HOU",1,1,2,1,1,1,0,0,0,0,"Kai Forbath",4,4,4,"NWE","HOU",22,28,"False","retractable roof (closed)","grass",72,45,0,-3.5,"NWE",47,2019-12-01
"201912010jax","TAM","JAX",2,2,2,2,2,2,0,0,0,0,"Matt Gay",8,8,8,"TAM","JAX",28,11,"False","outdoors","grass",72,45,0,-3,"TAM",46.5,2019-12-01
"201912010jax","JAX","TAM",1,1,0,0,0,0,0,0,1,1,"Josh Lambo",5,5,5,"TAM","JAX",28,11,"False","outdoors","grass",72,45,0,-3,"TAM",46.5,2019-12-01
"201912010kan","LVR","KAN",2,1,1,0,1,1,1,0,0,0,"Daniel Carlson",3,3,3,"LVR","KAN",9,40,"False","outdoors","grass",36,55,20,-11.5,"KAN",49.5,2019-12-01
"201912010kan","KAN","LVR",1,1,5,5,0,0,0,0,1,1,"Harrison Butker",10,10,10,"LVR","KAN",9,40,"False","outdoors","grass",36,55,20,-11.5,"KAN",49.5,2019-12-01
"201912010mia","MIA","PHI",1,1,3,2,0,0,0,0,1,1,"Jason Sanders",7,7,7,"PHI","MIA",31,37,"False","outdoors","grass",72,45,0,-10.5,"PHI",45,2019-12-01
"201912010mia","0","0",0,3,2,2,1,1,3,2,0,0,"Jake Elliott",13,13,13,"PHI","MIA",31,37,"False","outdoors","grass",72,45,0,-10.5,"PHI",45,2019-12-01
"201912010nyg","NYG","GNB",2,2,1,1,1,1,1,1,0,0,"Aldrick Rosas",8,8,8,"GNB","NYG",31,13,"False","outdoors","fieldturf ",32,86,10,-6.5,"GNB",43.5,2019-12-01
"201912010nyg","GNB","NYG",1,1,4,4,0,0,1,1,0,0,"Mason Crosby",8,8,8,"GNB","NYG",31,13,"False","outdoors","fieldturf ",32,86,10,-6.5,"GNB",43.5,2019-12-01
"201912010pit","PIT","CLE",2,2,2,2,2,2,0,0,0,0,"Chris Boswell",8,8,8,"CLE","PIT",13,20,"False","outdoors","grass",46,91,6,-1,"CLE",40,2019-12-01
"201912010pit","CLE","PIT",2,2,1,1,2,2,0,0,0,0,"Austin Seibert",7,7,7,"CLE","PIT",13,20,"False","outdoors","grass",46,91,6,-1,"CLE",40,2019-12-01
"201912010rav","SFO","BAL",2,1,2,2,1,1,0,0,1,0,"Robbie Gould",5,5,5,"SFO","BAL",17,20,"False","outdoors","grass",40,91,13,-5.5,"BAL",45,2019-12-01
"201912010rav","BAL","SFO",2,2,2,2,1,1,1,1,0,0,"Justin Tucker",9,9,9,"SFO","BAL",17,20,"False","outdoors","grass",40,91,13,-5.5,"BAL",45,2019-12-01
"201912020sea","MIN","SEA",1,1,4,3,0,0,1,1,0,0,"Dan Bailey",7,7,7,"MIN","SEA",30,37,"False","outdoors","fieldturf",51,65,1,-2.5,"SEA",48,2019-12-02
"201912020sea","SEA","MIN",3,3,4,4,3,3,0,0,0,0,"Jason Myers",13,13,13,"MIN","SEA",30,37,"False","outdoors","fieldturf",51,65,1,-2.5,"SEA",48,2019-12-02
"201912050chi","DAL","CHI",2,1,3,3,1,1,1,0,0,0,"Brett Maher",6,6,6,"DAL","CHI",24,31,"False","outdoors","grass",44,66,9,-3,"DAL",43,2019-12-05
"201912050chi","CHI","DAL",1,1,4,4,1,1,0,0,0,0,"Eddy Pineiro",7,7,7,"DAL","CHI",24,31,"False","outdoors","grass",44,66,9,-3,"DAL",43,2019-12-05
"201912080atl","CAR","ATL",2,2,2,2,0,0,2,2,0,0,"Joey Slye",10,10,10,"CAR","ATL",20,40,"False","retractable roof (closed)","fieldturf",72,45,0,-3.5,"ATL",48,2019-12-08
"201912080atl","ATL","CAR",4,4,4,4,3,3,0,0,1,1,"Younghoe Koo",18,18,18,"CAR","ATL",20,40,"False","retractable roof (closed)","fieldturf",72,45,0,-3.5,"ATL",48,2019-12-08
"201912080buf","BUF","BAL",3,3,0,0,1,1,2,2,0,0,"Stephen Hauschka",11,11,11,"BAL","BUF",24,17,"False","outdoors","astroturf",43,48,18,-6.5,"BAL",44,2019-12-08
"201912080buf","BAL","BUF",1,1,3,3,1,1,0,0,0,0,"Justin Tucker",6,6,6,"BAL","BUF",24,17,"False","outdoors","astroturf",43,48,18,-6.5,"BAL",44,2019-12-08
"201912080cle","CLE","CIN",2,2,3,3,1,1,0,0,1,1,"Austin Seibert",11,11,11,"CIN","CLE",19,27,"False","outdoors","grass",48,58,16,-6.5,"CLE",43,2019-12-08
"201912080cle","CIN","CLE",4,4,1,1,2,2,2,2,0,0,"Randy Bullock",15,15,15,"CIN","CLE",19,27,"False","outdoors","grass",48,58,16,-6.5,"CLE",43,2019-12-08
"201912080crd","PIT","ARI",3,3,2,2,3,3,0,0,0,0,"Chris Boswell",11,11,11,"PIT","ARI",23,17,"False","retractable roof (closed)","grass",72,45,0,-2.5,"PIT",43.5,2019-12-08
"201912080crd","ARI","PIT",1,1,2,2,1,1,0,0,0,0,"Zane Gonzalez",5,5,5,"PIT","ARI",23,17,"False","retractable roof (closed)","grass",72,45,0,-2.5,"PIT",43.5,2019-12-08
"201912080gnb","GNB","WAS",2,2,2,2,2,2,0,0,0,0,"Mason Crosby",8,8,8,"WAS","GNB",15,20,"False","outdoors","grass",37,75,10,-13,"GNB",42.5,2019-12-08
"201912080gnb","WAS","GNB",1,1,1,0,0,0,0,0,1,1,"Dustin Hopkins",5,5,5,"WAS","GNB",15,20,"False","outdoors","grass",37,75,10,-13,"GNB",42.5,2019-12-08
"201912080htx","HOU","DEN",1,1,3,3,0,0,0,0,1,1,"Ka'imi Fairbairn",8,8,8,"DEN","HOU",38,24,"False","retractable roof (closed)","grass",72,45,0,-8,"HOU",42.5,2019-12-08
"201912080htx","DEN","HOU",1,1,5,5,1,1,0,0,0,0,"Brandon McManus",8,8,8,"DEN","HOU",38,24,"False","retractable roof (closed)","grass",72,45,0,-8,"HOU",42.5,2019-12-08
"201912080jax","JAX","LAC",1,1,1,1,1,1,0,0,0,0,"Josh Lambo",4,4,4,"LAC","JAX",45,10,"False","outdoors","grass",72,45,0,-3.5,"LAC",42,2019-12-08
"201912080jax","LAC","JAX",1,1,6,6,0,0,1,1,0,0,"Michael Badgley",10,10,10,"LAC","JAX",45,10,"False","outdoors","grass",72,45,0,-3.5,"LAC",42,2019-12-08
"201912080min","MIN","DET",2,2,2,2,1,1,0,0,1,1,"Dan Bailey",10,10,10,"DET","MIN",7,20,"False","dome","sportturf",72,45,0,-12,"MIN",43.5,2019-12-08
"201912080min","DET","MIN",1,0,1,1,0,0,1,0,0,0,"Matt Prater",1,1,1,"DET","MIN",7,20,"False","dome","sportturf",72,45,0,-12,"MIN",43.5,2019-12-08
"201912080nor","NOR","SFO",2,2,4,4,0,0,1,1,1,1,"Wil Lutz",13,13,13,"SFO","NOR",48,46,"False","dome","astroturf",72,45,0,-1,"NOR",45,2019-12-08
"201912080nor","SFO","NOR",2,2,6,6,1,1,1,1,0,0,"Robbie Gould",13,13,13,"SFO","NOR",48,46,"False","dome","astroturf",72,45,0,-1,"NOR",45,2019-12-08
"201912080nwe","KAN","NWE",3,3,2,2,1,1,2,2,0,0,"Harrison Butker",13,13,13,"KAN","NWE",23,16,"False","outdoors","grass",32,56,8,-3,"NWE",49.5,2019-12-08
"201912080nwe","NWE","KAN",2,1,1,1,1,1,1,0,0,0,"Nick Folk",4,4,4,"KAN","NWE",23,16,"False","outdoors","grass",32,56,8,-3,"NWE",49.5,2019-12-08
"201912080nyj","MIA","NYJ",8,7,0,0,6,5,1,1,1,1,"Jason Sanders",24,24,24,"MIA","NYJ",21,22,"False","outdoors","fieldturf ",41,47,9,-5,"NYJ",47,2019-12-08
"201912080nyj","NYJ","MIA",3,3,2,1,1,1,2,2,0,0,"Sam Ficken",12,12,12,"MIA","NYJ",21,22,"False","outdoors","fieldturf ",41,47,9,-5,"NYJ",47,2019-12-08
"201912080rai","TEN","LVR",1,0,6,6,0,0,1,0,0,0,"Ryan Succop",6,6,6,"TEN","LVR",42,21,"False","outdoors","grass",59,78,5,-3,"TEN",47,2019-12-08
"201912080rai","0","0",0,0,3,3,0,0,0,0,0,0,"Daniel Carlson",3,3,3,"TEN","LVR",42,21,"False","outdoors","grass",59,78,5,-3,"TEN",47,2019-12-08
"201912080ram","LAR","SEA",1,0,4,4,1,0,0,0,0,0,"Greg Zuerlein",4,4,4,"SEA","LAR",12,28,"False","outdoors","grass",60,79,4,-1,"LAR",47.5,2019-12-08
"201912080ram","SEA","LAR",2,2,1,0,2,2,0,0,0,0,"Jason Myers",6,6,6,"SEA","LAR",12,28,"False","outdoors","grass",60,79,4,-1,"LAR",47.5,2019-12-08
"201912080tam","TAM","IND",1,1,5,5,0,0,1,1,0,0,"Matt Gay",9,9,9,"IND","TAM",35,38,"False","outdoors","grass",78,58,9,-3,"TAM",46.5,2019-12-08
"201912080tam","IND","TAM",3,2,3,3,1,1,1,0,1,1,"Chase McLaughlin",11,11,11,"IND","TAM",35,38,"False","outdoors","grass",78,58,9,-3,"TAM",46.5,2019-12-08
"201912090phi","0","0",0,1,2,2,1,1,1,0,0,0,"Jake Elliott",5,5,5,"NYG","PHI",17,23,"True","outdoors","grass",53,87,11,-9.5,"PHI",45.5,2019-12-09
"201912090phi","NYG","PHI",1,1,2,2,1,1,0,0,0,0,"Aldrick Rosas",5,5,5,"NYG","PHI",17,23,"True","outdoors","grass",53,87,11,-9.5,"PHI",45.5,2019-12-09
"201912120rav","0","0",0,0,5,4,0,0,0,0,0,0,"Justin Tucker",4,4,4,"NYJ","BAL",21,42,"False","outdoors","grass",33,55,3,-17,"BAL",44,2019-12-12
"201912120rav","NYJ","BAL",1,0,2,1,0,0,1,0,0,0,"Sam Ficken",1,1,1,"NYJ","BAL",21,42,"False","outdoors","grass",33,55,3,-17,"BAL",44,2019-12-12
"201912150car","CAR","SEA",1,1,3,3,0,0,0,0,1,1,"Joey Slye",8,8,8,"SEA","CAR",30,24,"False","outdoors","grass",56,45,5,-6,"SEA",48.5,2019-12-15
"201912150car","SEA","CAR",1,1,4,3,1,1,0,0,0,0,"Jason Myers",6,6,6,"SEA","CAR",30,24,"False","outdoors","grass",56,45,5,-6,"SEA",48.5,2019-12-15
"201912150cin","NWE","CIN",2,2,4,4,0,0,2,2,0,0,"Nick Folk",12,12,12,"NWE","CIN",34,13,"False","outdoors","grass",36,58,6,-10.5,"NWE",42,2019-12-15
"201912150cin","CIN","NWE",2,2,1,1,1,1,1,1,0,0,"Randy Bullock",8,8,8,"NWE","CIN",34,13,"False","outdoors","grass",36,58,6,-10.5,"NWE",42,2019-12-15
"201912150crd","ARI","CLE",1,1,5,5,1,1,0,0,0,0,"Zane Gonzalez",8,8,8,"CLE","ARI",24,38,"False","retractable roof (closed)","grass",72,45,0,-3,"CLE",49,2019-12-15
"201912150crd","CLE","ARI",2,1,3,3,0,0,2,1,0,0,"Austin Seibert",7,7,7,"CLE","ARI",24,38,"False","retractable roof (closed)","grass",72,45,0,-3,"CLE",49,2019-12-15
"201912150dal","DAL","LAR",3,3,5,5,0,0,2,2,1,1,"Kai Forbath",18,18,18,"LAR","DAL",21,44,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"LAR",48.5,2019-12-15
"201912150dal","0","0",0,0,1,1,0,0,0,0,0,0,"Greg Zuerlein",1,1,1,"LAR","DAL",21,44,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"LAR",48.5,2019-12-15
"201912150det","DET","TAM",1,1,2,2,0,0,1,1,0,0,"Matt Prater",6,6,6,"TAM","DET",38,17,"False","dome","fieldturf",72,45,0,-5.5,"TAM",46,2019-12-15
"201912150det","TAM","DET",2,1,5,5,0,0,1,1,1,0,"Matt Gay",9,9,9,"TAM","DET",38,17,"False","dome","fieldturf",72,45,0,-5.5,"TAM",46,2019-12-15
"201912150gnb","CHI","GNB",2,2,1,1,2,2,0,0,0,0,"Eddy Pineiro",7,7,7,"CHI","GNB",13,21,"False","outdoors","grass",11,70,7,-4,"GNB",40,2019-12-15
"201912150gnb","0","0",0,0,3,3,0,0,0,0,0,0,"Mason Crosby",3,3,3,"CHI","GNB",13,21,"False","outdoors","grass",11,70,7,-4,"GNB",40,2019-12-15
"201912150kan","KAN","DEN",3,3,0,0,2,2,1,1,0,0,"Harrison Butker",10,10,10,"DEN","KAN",3,23,"False","outdoors","grass",24,88,8,-10,"KAN",43,2019-12-15
"201912150kan","DEN","KAN",1,1,0,0,1,1,0,0,0,0,"Brandon McManus",3,3,3,"DEN","KAN",3,23,"False","outdoors","grass",24,88,8,-10,"KAN",43,2019-12-15
"201912150nyg","MIA","NYG",3,2,2,2,1,1,2,1,0,0,"Jason Sanders",9,9,9,"MIA","NYG",20,36,"False","outdoors","fieldturf ",48,42,19,-3.5,"NYG",47,2019-12-15
"201912150nyg","0","0",0,0,5,4,0,0,0,0,0,0,"Aldrick Rosas",4,4,4,"MIA","NYG",20,36,"False","outdoors","fieldturf ",48,42,19,-3.5,"NYG",47,2019-12-15
"201912150oti","TEN","HOU",1,0,3,3,0,0,1,0,0,0,"Ryan Succop",3,3,3,"HOU","TEN",24,21,"False","outdoors","grass",45,71,4,-3,"TEN",50,2019-12-15
"201912150oti","HOU","TEN",1,1,3,3,1,1,0,0,0,0,"Ka'imi Fairbairn",6,6,6,"HOU","TEN",24,21,"False","outdoors","grass",45,71,4,-3,"TEN",50,2019-12-15
"201912150pit","PIT","BUF",1,1,1,1,0,0,1,1,0,0,"Chris Boswell",5,5,5,"BUF","PIT",17,10,"False","outdoors","grass",31,67,6,-1,"PIT",37,2019-12-15
"201912150pit","BUF","PIT",1,1,2,2,1,1,0,0,0,0,"Stephen Hauschka",5,5,5,"BUF","PIT",17,10,"False","outdoors","grass",31,67,6,-1,"PIT",37,2019-12-15
"201912150rai","JAX","LVR",2,2,2,2,1,1,1,1,0,0,"Josh Lambo",9,9,9,"JAX","LVR",20,16,"False","outdoors","grass",59,52,7,-7,"LVR",47,2019-12-15
"201912150rai","LVR","JAX",4,3,1,1,3,3,1,0,0,0,"Daniel Carlson",10,10,10,"JAX","LVR",20,16,"False","outdoors","grass",59,52,7,-7,"LVR",47,2019-12-15
"201912150sdg","MIN","LAC",4,4,4,3,3,3,1,1,0,0,"Dan Bailey",16,16,16,"MIN","LAC",39,10,"False","outdoors","grass",64,28,14,-1,"MIN",45,2019-12-15
"201912150sdg","LAC","MIN",1,1,1,1,0,0,1,1,0,0,"Michael Badgley",5,5,5,"MIN","LAC",39,10,"False","outdoors","grass",64,28,14,-1,"MIN",45,2019-12-15
"201912150sfo","ATL","SFO",1,1,2,2,0,0,1,1,0,0,"Younghoe Koo",6,6,6,"ATL","SFO",29,22,"False","outdoors","grass",55,58,6,-10.5,"SFO",50,2019-12-15
"201912150sfo","SFO","ATL",3,3,2,1,1,1,2,2,0,0,"Robbie Gould",12,12,12,"ATL","SFO",29,22,"False","outdoors","grass",55,58,6,-10.5,"SFO",50,2019-12-15
"201912150was","0","0",0,1,4,4,1,1,0,0,0,0,"Jake Elliott",7,7,7,"PHI","WAS",37,27,"False","outdoors","grass",52,44,13,-7,"PHI",38,2019-12-15
"201912150was","WAS","PHI",2,2,3,3,0,0,1,1,1,1,"Dustin Hopkins",12,12,12,"PHI","WAS",37,27,"False","outdoors","grass",52,44,13,-7,"PHI",38,2019-12-15
"201912160nor","NOR","IND",2,2,4,4,2,2,0,0,0,0,"Wil Lutz",10,10,10,"IND","NOR",7,34,"False","dome","astroturf",72,45,0,-8,"NOR",48.5,2019-12-16
"201912160nor","0","0",0,0,1,1,0,0,0,0,0,0,"Chase McLaughlin",1,1,1,"IND","NOR",7,34,"False","dome","astroturf",72,45,0,-8,"NOR",48.5,2019-12-16
"201912210nwe","BUF","NWE",1,1,2,2,1,1,0,0,0,0,"Stephen Hauschka",5,5,5,"BUF","NWE",17,24,"False","outdoors","grass",33,64,2,-7,"NWE",38.5,2019-12-21
"201912210nwe","NWE","BUF",3,3,1,1,2,2,0,0,1,1,"Nick Folk",12,12,12,"BUF","NWE",17,24,"False","outdoors","grass",33,64,2,-7,"NWE",38.5,2019-12-21
"201912210sfo","SFO","LAR",2,2,4,4,2,2,0,0,0,0,"Robbie Gould",10,10,10,"LAR","SFO",31,34,"False","outdoors","grass",58,66,12,-7,"SFO",45.5,2019-12-21
"201912210sfo","LAR","SFO",2,1,4,4,0,0,0,0,2,1,"Greg Zuerlein",9,9,9,"LAR","SFO",31,34,"False","outdoors","grass",58,66,12,-7,"SFO",45.5,2019-12-21
"201912210tam","HOU","TAM",3,3,2,2,3,3,0,0,0,0,"Ka'imi Fairbairn",11,11,11,"HOU","TAM",23,20,"False","outdoors","grass",73,65,11,-3,"HOU",50,2019-12-21
"201912210tam","TAM","HOU",3,2,2,2,0,0,1,1,2,1,"Matt Gay",11,11,11,"HOU","TAM",23,20,"False","outdoors","grass",73,65,11,-3,"HOU",50,2019-12-21
"201912220atl","ATL","JAX",2,1,3,3,1,1,1,0,0,0,"Younghoe Koo",6,6,6,"JAX","ATL",12,24,"False","retractable roof (closed)","fieldturf",72,45,0,-7.5,"ATL",48,2019-12-22
"201912220atl","JAX","ATL",2,2,0,0,1,1,1,1,0,0,"Josh Lambo",7,7,7,"JAX","ATL",12,24,"False","retractable roof (closed)","fieldturf",72,45,0,-7.5,"ATL",48,2019-12-22
"201912220chi","KAN","CHI",2,2,3,2,1,1,0,0,1,1,"Harrison Butker",10,10,10,"KAN","CHI",26,3,"False","outdoors","grass",45,66,10,-6.5,"KAN",45.5,2019-12-22
"201912220chi","CHI","KAN",1,1,0,0,0,0,1,1,0,0,"Eddy Pineiro",4,4,4,"KAN","CHI",26,3,"False","outdoors","grass",45,66,10,-6.5,"KAN",45.5,2019-12-22
"201912220cle","BAL","CLE",1,1,4,4,1,1,0,0,0,0,"Justin Tucker",7,7,7,"BAL","CLE",31,15,"False","outdoors","grass",49,41,10,-9.5,"BAL",48.5,2019-12-22
"201912220cle","CLE","BAL",1,1,1,0,0,0,1,1,0,0,"Austin Seibert",4,4,4,"BAL","CLE",31,15,"False","outdoors","grass",49,41,10,-9.5,"BAL",48.5,2019-12-22
"201912220clt","CAR","IND",2,2,0,0,1,1,0,0,1,1,"Joey Slye",8,8,8,"CAR","IND",6,38,"False","retractable roof (closed)","fieldturf",72,45,0,-7.5,"IND",46,2019-12-22
"201912220clt","IND","CAR",1,1,5,5,1,1,0,0,0,0,"Chase McLaughlin",8,8,8,"CAR","IND",6,38,"False","retractable roof (closed)","fieldturf",72,45,0,-7.5,"IND",46,2019-12-22
"201912220den","DET","DEN",1,1,2,2,1,1,0,0,0,0,"Matt Prater",5,5,5,"DET","DEN",17,27,"False","outdoors","grass",67,8,3,-9.5,"DEN",40,2019-12-22
"201912220den","DEN","DET",2,2,3,3,2,2,0,0,0,0,"Brandon McManus",9,9,9,"DET","DEN",17,27,"False","outdoors","grass",67,8,3,-9.5,"DEN",40,2019-12-22
"201912220mia","CIN","MIA",2,2,1,1,1,1,0,0,1,1,"Randy Bullock",9,9,9,"CIN","MIA",35,38,"True","outdoors","grass",76,68,15,-1.5,"CIN",46,2019-12-22
"201912220mia","MIA","CIN",2,1,5,5,1,1,1,0,0,0,"Jason Sanders",8,8,8,"CIN","MIA",35,38,"True","outdoors","grass",76,68,15,-1.5,"CIN",46,2019-12-22
"201912220nyj","NYJ","PIT",3,3,1,1,1,1,1,1,1,1,"Sam Ficken",13,13,13,"PIT","NYJ",10,16,"False","outdoors","fieldturf ",45,52,6,-3,"PIT",36.5,2019-12-22
"201912220nyj","PIT","NYJ",1,1,1,1,0,0,1,1,0,0,"Chris Boswell",5,5,5,"PIT","NYJ",10,16,"False","outdoors","fieldturf ",45,52,6,-3,"PIT",36.5,2019-12-22
"201912220oti","0","0",0,0,4,4,0,0,0,0,0,0,"Greg Joseph",4,4,4,"NOR","TEN",38,28,"False","outdoors","grass",50,59,4,-3.5,"NOR",49,2019-12-22
"201912220oti","NOR","TEN",1,1,5,5,0,0,1,1,0,0,"Wil Lutz",9,9,9,"NOR","TEN",38,28,"False","outdoors","grass",50,59,4,-3.5,"NOR",49,2019-12-22
"201912220phi","DAL","PHI",3,3,0,0,1,1,2,2,0,0,"Kai Forbath",11,11,11,"DAL","PHI",9,17,"False","outdoors","grass",47,46,7,-2,"DAL",47,2019-12-22
"201912220phi","0","0",0,1,2,2,1,1,0,0,2,0,"Jake Elliott",5,5,5,"DAL","PHI",9,17,"False","outdoors","grass",47,46,7,-2,"DAL",47,2019-12-22
"201912220sdg","LVR","LAC",1,1,3,3,0,0,1,1,0,0,"Daniel Carlson",7,7,7,"LVR","LAC",24,17,"False","outdoors","grass",64,60,10,-7.5,"LAC",45,2019-12-22
"201912220sdg","LAC","LVR",1,1,2,2,1,1,0,0,0,0,"Michael Badgley",5,5,5,"LVR","LAC",24,17,"False","outdoors","grass",64,60,10,-7.5,"LAC",45,2019-12-22
"201912220sea","SEA","ARI",2,2,1,1,1,1,0,0,1,1,"Jason Myers",9,9,9,"ARI","SEA",27,13,"False","outdoors","fieldturf",43,87,7,-8,"SEA",51,2019-12-22
"201912220sea","ARI","SEA",3,2,3,3,1,1,2,1,0,0,"Zane Gonzalez",10,10,10,"ARI","SEA",27,13,"False","outdoors","fieldturf",43,87,7,-8,"SEA",51,2019-12-22
"201912220was","NYG","WAS",1,0,5,5,0,0,0,0,1,0,"Aldrick Rosas",5,5,5,"NYG","WAS",41,35,"True","outdoors","grass",44,52,6,-1,"NYG",42,2019-12-22
"201912220was","0","0",0,0,5,5,0,0,0,0,0,0,"Dustin Hopkins",5,5,5,"NYG","WAS",41,35,"True","outdoors","grass",44,52,6,-1,"NYG",42,2019-12-22
"201912230min","MIN","GNB",1,1,1,1,1,1,0,0,0,0,"Dan Bailey",4,4,4,"GNB","MIN",23,10,"False","dome","sportturf",72,45,0,-4,"MIN",47,2019-12-23
"201912230min","GNB","MIN",3,3,1,0,2,2,1,1,0,0,"Mason Crosby",10,10,10,"GNB","MIN",23,10,"False","dome","sportturf",72,45,0,-4,"MIN",47,2019-12-23
"201912290buf","NYJ","BUF",4,2,1,1,2,1,1,1,1,0,"Sam Ficken",8,8,8,"NYJ","BUF",13,6,"False","outdoors","astroturf",43,85,7,-1.5,"NYJ",37,2019-12-29
"201912290buf","BUF","NYJ",2,2,0,0,2,2,0,0,0,0,"Stephen Hauschka",6,6,6,"NYJ","BUF",13,6,"False","outdoors","astroturf",43,85,7,-1.5,"NYJ",37,2019-12-29
"201912290car","0","0",0,0,6,6,0,0,0,0,0,0,"Wil Lutz",6,6,6,"NOR","CAR",42,10,"False","outdoors","grass",63,89,9,-13.5,"NOR",45,2019-12-29
"201912290car","CAR","NOR",1,1,1,1,1,1,0,0,0,0,"Joey Slye",4,4,4,"NOR","CAR",42,10,"False","outdoors","grass",63,89,9,-13.5,"NOR",45,2019-12-29
"201912290cin","CIN","CLE",2,2,4,3,0,0,2,2,0,0,"Randy Bullock",11,11,11,"CLE","CIN",23,33,"False","outdoors","grass",64,80,7,-2.5,"CLE",44,2019-12-29
"201912290cin","CLE","CIN",1,1,3,2,0,0,1,1,0,0,"Austin Seibert",6,6,6,"CLE","CIN",23,33,"False","outdoors","grass",64,80,7,-2.5,"CLE",44,2019-12-29
"201912290dal","WAS","DAL",3,3,1,1,2,2,1,1,0,0,"Dustin Hopkins",11,11,11,"WAS","DAL",16,47,"False","retractable roof (closed)","fieldturf",72,45,0,-12.5,"DAL",47.5,2019-12-29
"201912290dal","DAL","WAS",4,4,5,5,1,1,3,3,0,0,"Kai Forbath",20,20,20,"WAS","DAL",16,47,"False","retractable roof (closed)","fieldturf",72,45,0,-12.5,"DAL",47.5,2019-12-29
"201912290den","LVR","DEN",4,3,0,0,4,3,0,0,0,0,"Daniel Carlson",9,9,9,"LVR","DEN",15,16,"False","outdoors","grass",31,43,6,-5.5,"DEN",41.5,2019-12-29
"201912290den","DEN","LVR",4,3,1,1,0,0,2,2,2,1,"Brandon McManus",14,14,14,"LVR","DEN",15,16,"False","outdoors","grass",31,43,6,-5.5,"DEN",41.5,2019-12-29
"201912290det","DET","GNB",2,2,2,2,0,0,1,1,1,1,"Matt Prater",11,11,11,"GNB","DET",23,20,"False","dome","fieldturf",72,45,0,-13.5,"GNB",44,2019-12-29
"201912290det","GNB","DET",4,3,2,2,2,2,1,1,1,0,"Mason Crosby",12,12,12,"GNB","DET",23,20,"False","dome","fieldturf",72,45,0,-13.5,"GNB",44,2019-12-29
"201912290htx","0","0",0,0,2,2,0,0,0,0,0,0,"Ka'imi Fairbairn",2,2,2,"TEN","HOU",35,14,"False","retractable roof (closed)","grass",72,45,0,-10,"TEN",43,2019-12-29
"201912290htx","0","0",0,0,5,5,0,0,0,0,0,0,"Greg Joseph",5,5,5,"TEN","HOU",35,14,"False","retractable roof (closed)","grass",72,45,0,-10,"TEN",43,2019-12-29
"201912290jax","JAX","IND",3,3,3,3,1,1,0,0,2,2,"Josh Lambo",16,16,16,"IND","JAX",20,38,"False","outdoors","grass",72,45,0,-5,"IND",41.5,2019-12-29
"201912290jax","IND","JAX",2,2,2,2,1,1,0,0,1,1,"Chase McLaughlin",10,10,10,"IND","JAX",20,38,"False","outdoors","grass",72,45,0,-5,"IND",41.5,2019-12-29
"201912290kan","0","0",0,0,3,3,0,0,0,0,0,0,"Michael Badgley",3,3,3,"LAC","KAN",21,31,"False","outdoors","grass",40,70,16,-10,"KAN",46,2019-12-29
"201912290kan","KAN","LAC",1,1,4,4,0,0,1,1,0,0,"Harrison Butker",8,8,8,"LAC","KAN",21,31,"False","outdoors","grass",40,70,16,-10,"KAN",46,2019-12-29
"201912290min","MIN","CHI",4,4,1,1,4,4,0,0,0,0,"Dan Bailey",13,13,13,"CHI","MIN",21,19,"False","dome","sportturf",72,45,0,-5,"CHI",36.5,2019-12-29
"201912290min","CHI","MIN",4,4,1,1,4,4,0,0,0,0,"Eddy Pineiro",13,13,13,"CHI","MIN",21,19,"False","dome","sportturf",72,45,0,-5,"CHI",36.5,2019-12-29
"201912290nwe","NWE","MIA",1,1,3,3,1,1,0,0,0,0,"Nick Folk",6,6,6,"MIA","NWE",27,24,"False","outdoors","grass",43,41,2,-17.5,"NWE",46,2019-12-29
"201912290nwe","MIA","NWE",2,2,3,3,2,2,0,0,0,0,"Jason Sanders",9,9,9,"MIA","NWE",27,24,"False","outdoors","grass",43,41,2,-17.5,"NWE",46,2019-12-29
"201912290nyg","NYG","PHI",1,1,2,2,1,1,0,0,0,0,"Aldrick Rosas",5,5,5,"PHI","NYG",34,17,"False","outdoors","fieldturf ",42,69,5,-4,"PHI",44,2019-12-29
"201912290nyg","0","0",0,2,4,4,1,1,0,0,1,1,"Jake Elliott",12,12,12,"PHI","NYG",34,17,"False","outdoors","fieldturf ",42,69,5,-4,"PHI",44,2019-12-29
