"game_id","Off_abbrev","Def_abbrev","fga","fgm","xpa","xpm","fga_0_39","fgm_0_39","fga_40_49","fgm_40_49","fga_50","fgm_50","player","Total_DKP","Total_FDP","Total_SDP","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"202011290tam","TAM","KAN",1,1,3,3,1,1,0,0,0,0,"Ryan Succop",6,6,6,"KAN","TAM",27,24,"False","outdoors","grass",81,50,5,-3.5,"KAN",56,2020-11-29
"202011300phi","0","0",0,1,1,0,0,0,1,1,0,0,"Jake Elliott",4,4,4,"SEA","PHI",23,17,"False","outdoors","grass",60,94,16,-6.5,"SEA",50,2020-11-30
"202011300phi","SEA","PHI",3,3,2,2,2,2,1,1,0,0,"Jason Myers",12,12,12,"SEA","PHI",23,17,"False","outdoors","grass",60,94,16,-6.5,"SEA",50,2020-11-30
"202012020pit","PIT","BAL",2,2,2,1,2,2,0,0,0,0,"Chris Boswell",7,7,7,"BAL","PIT",14,19,"False","outdoors","grass",36,68,14,-10.5,"ERROR - abbrev_team",42,2020-12-02
"202012020pit","0","0",0,0,2,2,0,0,0,0,0,0,"Justin Tucker",2,2,2,"BAL","PIT",14,19,"False","outdoors","grass",36,68,14,-10.5,"ERROR - abbrev_team",42,2020-12-02
"202012060atl","NOR","ATL",1,0,3,3,0,0,1,0,0,0,"Wil Lutz",3,3,3,"NOR","ATL",21,16,"False","retractable roof (closed)","fieldturf",72,45,0,-2.5,"NOR",46.5,2020-12-06
"202012060atl","ATL","NOR",3,3,1,1,2,2,0,0,1,1,"Younghoe Koo",12,12,12,"NOR","ATL",21,16,"False","retractable roof (closed)","fieldturf",72,45,0,-2.5,"NOR",46.5,2020-12-06
"202012060chi","CHI","DET",1,1,4,3,0,0,1,1,0,0,"Cairo Santos",7,7,7,"DET","CHI",34,30,"False","outdoors","grass",35,80,5,-3,"CHI",44,2020-12-06
"202012060chi","0","0",0,0,5,4,0,0,0,0,0,0,"Matt Prater",4,4,4,"DET","CHI",34,30,"False","outdoors","grass",35,80,5,-3,"CHI",44,2020-12-06
"202012060crd","ARI","LAR",1,0,4,4,0,0,1,0,0,0,"Zane Gonzalez",4,4,4,"LAR","ARI",38,28,"False","retractable roof (closed)","grass",72,45,0,-2.5,"LAR",49,2020-12-06
"202012060crd","LAR","ARI",2,1,5,5,2,1,0,0,0,0,"Matt Gay",8,8,8,"LAR","ARI",38,28,"False","retractable roof (closed)","grass",72,45,0,-2.5,"LAR",49,2020-12-06
"202012060gnb","GNB","PHI",1,1,4,3,0,0,1,1,0,0,"Mason Crosby",7,7,7,"PHI","GNB",16,30,"False","outdoors","grass",34,64,9,-8,"GNB",50,2020-12-06
"202012060gnb","0","0",0,1,2,1,0,0,0,0,1,1,"Jake Elliott",6,6,6,"PHI","GNB",16,30,"False","outdoors","grass",34,64,9,-8,"GNB",50,2020-12-06
"202012060htx","HOU","IND",3,2,2,2,1,1,0,0,2,1,"Ka'imi Fairbairn",10,10,10,"IND","HOU",26,20,"False","retractable roof (closed)","grass",72,45,0,-3.5,"IND",50,2020-12-06
"202012060htx","IND","HOU",1,1,3,3,0,0,1,1,0,0,"Rodrigo Blankenship",7,7,7,"IND","HOU",26,20,"False","retractable roof (closed)","grass",72,45,0,-3.5,"IND",50,2020-12-06
"202012060kan","KAN","DEN",5,5,1,1,4,4,1,1,0,0,"Harrison Butker",17,17,17,"DEN","KAN",16,22,"False","outdoors","astroturf",41,70,9,-13,"KAN",51.5,2020-12-06
"202012060kan","DEN","KAN",2,1,1,1,0,0,0,0,2,1,"Brandon McManus",6,6,6,"DEN","KAN",16,22,"False","outdoors","astroturf",41,70,9,-13,"KAN",51.5,2020-12-06
"202012060mia","MIA","CIN",4,4,1,1,3,3,1,1,0,0,"Jason Sanders",14,14,14,"CIN","MIA",7,19,"False","outdoors","grass",81,64,5,-10.5,"MIA",43,2020-12-06
"202012060mia","CIN","MIA",1,0,1,1,0,0,0,0,1,0,"Randy Bullock",1,1,1,"CIN","MIA",7,19,"False","outdoors","grass",81,64,5,-10.5,"MIA",43,2020-12-06
"202012060min","MIN","JAX",3,2,3,1,1,1,1,1,1,0,"Dan Bailey",8,8,8,"JAX","MIN",24,27,"True","dome","sportturf",72,45,0,-10.5,"MIN",51.5,2020-12-06
"202012060min","JAX","MIN",2,1,2,1,1,1,0,0,1,0,"Chase McLaughlin",4,4,4,"JAX","MIN",24,27,"True","dome","sportturf",72,45,0,-10.5,"MIN",51.5,2020-12-06
"202012060nyj","0","0",0,0,3,2,0,0,0,0,0,0,"Sergio Castillo",2,2,2,"LVR","NYJ",31,28,"False","outdoors","fieldturf ",39,46,18,-7.5,"LVR",48.5,2020-12-06
"202012060nyj","LVR","NYJ",1,1,4,4,0,0,1,1,0,0,"Daniel Carlson",8,8,8,"LVR","NYJ",31,28,"False","outdoors","fieldturf ",39,46,18,-7.5,"LVR",48.5,2020-12-06
"202012060oti","CLE","TEN",2,2,5,5,1,1,1,1,0,0,"Cody Parkey",12,12,12,"CLE","TEN",41,35,"False","outdoors","grass",52,68,1,-4,"TEN",54,2020-12-06
"202012060oti","0","0",0,0,3,3,0,0,0,0,0,0,"Stephen Gostkowski",3,3,3,"CLE","TEN",41,35,"False","outdoors","grass",52,68,1,-4,"TEN",54,2020-12-06
"202012060sdg","NWE","LAC",1,1,6,6,1,1,0,0,0,0,"Nick Folk",9,9,9,"NWE","LAC",45,0,"False","dome","matrixturf",72,45,0,-2,"LAC",46.5,2020-12-06
"202012060sdg","LAC","NWE",2,0,0,0,0,0,1,0,1,0,"Michael Badgley",0,0,0,"NWE","LAC",45,0,"False","dome","matrixturf",72,45,0,-2,"LAC",46.5,2020-12-06
"202012060sea","NYG","SEA",1,1,1,0,0,0,1,1,0,0,"Graham Gano",4,4,4,"NYG","SEA",17,12,"False","outdoors","fieldturf",51,83,4,-11,"SEA",48.5,2020-12-06
"202012060sea","SEA","NYG",1,1,1,1,1,1,0,0,0,0,"Jason Myers",4,4,4,"NYG","SEA",17,12,"False","outdoors","fieldturf",51,83,4,-11,"SEA",48.5,2020-12-06
"202012070pit","WAS","PIT",3,3,2,2,0,0,3,3,0,0,"Dustin Hopkins",14,14,14,"WAS","PIT",23,17,"False","outdoors","grass",34,58,10,-6,"ERROR - abbrev_team",43.5,2020-12-07
"202012070pit","PIT","WAS",1,1,2,2,1,1,0,0,0,0,"Matthew Wright",5,5,5,"WAS","PIT",23,17,"False","outdoors","grass",34,58,10,-6,"ERROR - abbrev_team",43.5,2020-12-07
"202012070sfo","BUF","SFO",2,2,4,4,2,2,0,0,0,0,"Tyler Bass",10,10,10,"BUF","SFO",34,24,"False","retractable roof (closed)","grass",72,45,0,-1.5,"SFO",48,2020-12-07
"202012070sfo","SFO","BUF",1,1,3,3,0,0,1,1,0,0,"Robbie Gould",7,7,7,"BUF","SFO",34,24,"False","retractable roof (closed)","grass",72,45,0,-1.5,"SFO",48,2020-12-07
"202012080rav","BAL","DAL",3,2,4,4,3,2,0,0,0,0,"Justin Tucker",10,10,10,"DAL","BAL",17,34,"False","outdoors","grass",38,54,9,-9,"ERROR - abbrev_team",45.5,2020-12-08
"202012080rav","DAL","BAL",4,1,2,2,1,1,1,0,2,0,"Greg Zuerlein",5,5,5,"DAL","BAL",17,34,"False","outdoors","grass",38,54,9,-9,"ERROR - abbrev_team",45.5,2020-12-08
"202012100ram","NWE","LAR",1,1,0,0,1,1,0,0,0,0,"Nick Folk",3,3,3,"NWE","LAR",3,24,"False","dome","matrixturf",72,45,0,-5,"LAR",43.5,2020-12-10
"202012100ram","LAR","NWE",1,1,3,3,1,1,0,0,0,0,"Matt Gay",6,6,6,"NWE","LAR",3,24,"False","dome","matrixturf",72,45,0,-5,"LAR",43.5,2020-12-10
"202012130buf","BUF","PIT",2,2,3,2,2,2,0,0,0,0,"Tyler Bass",8,8,8,"PIT","BUF",15,26,"False","outdoors","astroturf",35,71,11,-2,"BUF",48.5,2020-12-13
"202012130buf","0","0",0,0,1,1,0,0,0,0,0,0,"Chris Boswell",1,1,1,"PIT","BUF",15,26,"False","outdoors","astroturf",35,71,11,-2,"BUF",48.5,2020-12-13
"202012130car","0","0",0,0,4,2,0,0,0,0,0,0,"Brandon McManus",2,2,2,"DEN","CAR",32,27,"False","outdoors","grass",70,67,7,-4,"CAR",46.5,2020-12-13
"202012130car","CAR","DEN",2,2,3,3,2,2,0,0,0,0,"Joey Slye",9,9,9,"DEN","CAR",32,27,"False","outdoors","grass",70,67,7,-4,"CAR",46.5,2020-12-13
"202012130chi","CHI","HOU",2,2,4,4,2,2,0,0,0,0,"Cairo Santos",10,10,10,"HOU","CHI",7,36,"False","outdoors","grass",34,70,1,-1,"HOU",46.5,2020-12-13
"202012130chi","0","0",0,0,1,1,0,0,0,0,0,0,"Ka'imi Fairbairn",1,1,1,"HOU","CHI",7,36,"False","outdoors","grass",34,70,1,-1,"HOU",46.5,2020-12-13
"202012130cin","0","0",0,0,1,1,0,0,0,0,0,0,"Austin Seibert",1,1,1,"DAL","CIN",30,7,"False","outdoors","grass",44,73,5,-3,"DAL",44,2020-12-13
"202012130cin","DAL","CIN",3,3,3,3,2,2,0,0,1,1,"Greg Zuerlein",14,14,14,"DAL","CIN",30,7,"False","outdoors","grass",44,73,5,-3,"DAL",44,2020-12-13
"202012130det","DET","GNB",1,1,3,3,1,1,0,0,0,0,"Matt Prater",6,6,6,"GNB","DET",31,24,"False","dome","fieldturf",72,45,0,-9.5,"GNB",55.5,2020-12-13
"202012130det","GNB","DET",1,1,4,4,0,0,0,0,1,1,"Mason Crosby",9,9,9,"GNB","DET",31,24,"False","dome","fieldturf",72,45,0,-9.5,"GNB",55.5,2020-12-13
"202012130jax","TEN","JAX",1,1,4,4,0,0,0,0,1,1,"Stephen Gostkowski",9,9,9,"TEN","JAX",31,10,"False","outdoors","grass",69,83,2,-7.5,"TEN",52.5,2020-12-13
"202012130jax","JAX","TEN",2,1,1,1,0,0,0,0,2,1,"Aldrick Rosas",6,6,6,"TEN","JAX",31,10,"False","outdoors","grass",69,83,2,-7.5,"TEN",52.5,2020-12-13
"202012130mia","MIA","KAN",3,2,3,3,1,1,2,1,0,0,"Jason Sanders",10,10,10,"KAN","MIA",33,27,"False","outdoors","grass",81,56,8,-7.5,"KAN",52,2020-12-13
"202012130mia","KAN","MIA",1,1,4,4,0,0,1,1,0,0,"Harrison Butker",8,8,8,"KAN","MIA",33,27,"False","outdoors","grass",81,56,8,-7.5,"KAN",52,2020-12-13
"202012130nyg","ARI","NYG",4,4,2,2,4,4,0,0,0,0,"Mike Nugent",14,14,14,"ARI","NYG",26,7,"False","outdoors","fieldturf ",59,58,15,-3,"ARI",47.5,2020-12-13
"202012130nyg","0","0",0,0,1,1,0,0,0,0,0,0,"Graham Gano",1,1,1,"ARI","NYG",26,7,"False","outdoors","fieldturf ",59,58,15,-3,"ARI",47.5,2020-12-13
"202012130phi","0","0",0,1,3,3,1,0,1,1,0,0,"Jake Elliott",7,7,7,"NOR","PHI",21,24,"False","outdoors","grass",57,49,10,-7.5,"NOR",43,2020-12-13
"202012130phi","NOR","PHI",2,0,3,3,0,0,1,0,1,0,"Wil Lutz",3,3,3,"NOR","PHI",21,24,"False","outdoors","grass",57,49,10,-7.5,"NOR",43,2020-12-13
"202012130rai","LVR","IND",2,2,3,3,2,2,0,0,0,0,"Daniel Carlson",9,9,9,"IND","LVR",44,27,"False","dome","grass",72,45,0,-2.5,"IND",52,2020-12-13
"202012130rai","IND","LVR",3,3,5,5,3,3,0,0,0,0,"Rodrigo Blankenship",14,14,14,"IND","LVR",44,27,"False","dome","grass",72,45,0,-2.5,"IND",52,2020-12-13
"202012130sdg","LAC","ATL",2,2,2,2,1,1,1,1,0,0,"Michael Badgley",9,9,9,"ATL","LAC",17,20,"False","dome","matrixturf",72,45,0,-1,"LAC",49.5,2020-12-13
"202012130sdg","ATL","LAC",1,1,2,2,0,0,1,1,0,0,"Younghoe Koo",6,6,6,"ATL","LAC",17,20,"False","dome","matrixturf",72,45,0,-1,"LAC",49.5,2020-12-13
"202012130sea","SEA","NYJ",2,2,5,4,1,1,1,1,0,0,"Jason Myers",11,11,11,"NYJ","SEA",3,40,"False","outdoors","fieldturf",43,90,8,-16.5,"SEA",50.5,2020-12-13
"202012130sea","NYJ","SEA",4,1,0,0,1,0,3,1,0,0,"Sergio Castillo",4,4,4,"NYJ","SEA",3,40,"False","outdoors","fieldturf",43,90,8,-16.5,"SEA",50.5,2020-12-13
"202012130sfo","WAS","SFO",4,3,2,2,2,2,0,0,2,1,"Dustin Hopkins",13,13,13,"WAS","SFO",23,15,"False","retractable roof (closed)","grass",72,45,0,-3,"SFO",43.5,2020-12-13
"202012130sfo","0","0",0,0,1,1,0,0,0,0,0,0,"Robbie Gould",1,1,1,"WAS","SFO",23,15,"False","retractable roof (closed)","grass",72,45,0,-3,"SFO",43.5,2020-12-13
"202012130tam","MIN","TAM",3,0,1,0,1,0,1,0,1,0,"Dan Bailey",0,0,0,"MIN","TAM",14,26,"False","outdoors","grass",78,63,5,-7,"TAM",52,2020-12-13
"202012130tam","TAM","MIN",2,2,3,2,1,1,1,1,0,0,"Ryan Succop",9,9,9,"MIN","TAM",14,26,"False","outdoors","grass",78,63,5,-7,"TAM",52,2020-12-13
"202012140cle","CLE","BAL",1,0,5,4,1,0,0,0,0,0,"Cody Parkey",4,4,4,"BAL","CLE",47,42,"False","outdoors","grass",34,51,18,-3,"BAL",46,2020-12-14
"202012140cle","BAL","CLE",1,1,5,4,0,0,0,0,1,1,"Justin Tucker",9,9,9,"BAL","CLE",47,42,"False","outdoors","grass",34,51,18,-3,"BAL",46,2020-12-14
"202012170rai","LVR","LAC",2,2,3,3,2,2,0,0,0,0,"Daniel Carlson",9,9,9,"LAC","LVR",30,27,"True","dome","grass",72,45,0,-3.5,"LVR",52.5,2020-12-17
"202012170rai","LAC","LVR",3,1,3,3,1,1,1,0,1,0,"Michael Badgley",6,6,6,"LAC","LVR",30,27,"True","dome","grass",72,45,0,-3.5,"LVR",52.5,2020-12-17
"202012190den","BUF","DEN",2,2,6,6,2,2,0,0,0,0,"Tyler Bass",12,12,12,"BUF","DEN",48,19,"False","outdoors","grass",47,22,24,-5.5,"BUF",49,2020-12-19
"202012190den","DEN","BUF",1,0,3,1,0,0,0,0,1,0,"Taylor Russolino",1,1,1,"BUF","DEN",48,19,"False","outdoors","grass",47,22,24,-5.5,"BUF",49,2020-12-19
"202012190gnb","GNB","CAR",1,1,3,3,0,0,0,0,1,1,"Mason Crosby",8,8,8,"CAR","GNB",16,24,"False","outdoors","grass",33,85,5,-8,"GNB",51.5,2020-12-19
"202012190gnb","CAR","GNB",3,3,1,1,3,3,0,0,0,0,"Joey Slye",10,10,10,"CAR","GNB",16,24,"False","outdoors","grass",33,85,5,-8,"GNB",51.5,2020-12-19
"202012200atl","ATL","TAM",2,2,3,3,1,1,0,0,1,1,"Younghoe Koo",11,11,11,"TAM","ATL",31,27,"False","retractable roof (closed)","fieldturf",72,45,0,-6,"TAM",49.5,2020-12-20
"202012200atl","TAM","ATL",1,1,4,4,1,1,0,0,0,0,"Ryan Succop",7,7,7,"TAM","ATL",31,27,"False","retractable roof (closed)","fieldturf",72,45,0,-6,"TAM",49.5,2020-12-20
"202012200clt","HOU","IND",2,2,2,2,2,2,0,0,0,0,"Ka'imi Fairbairn",8,8,8,"HOU","IND",20,27,"False","retractable roof (closed)","fieldturf",72,45,0,-7.5,"IND",52.5,2020-12-20
"202012200clt","IND","HOU",2,2,3,3,1,1,0,0,1,1,"Rodrigo Blankenship",11,11,11,"HOU","IND",20,27,"False","retractable roof (closed)","fieldturf",72,45,0,-7.5,"IND",52.5,2020-12-20
"202012200crd","0","0",0,0,2,2,0,0,0,0,0,0,"Jake Elliott",2,2,2,"PHI","ARI",26,33,"False","retractable roof (closed)","grass",72,45,0,-6.5,"ARI",49.5,2020-12-20
"202012200crd","ARI","PHI",1,1,4,4,0,0,1,1,0,0,"Mike Nugent",8,8,8,"PHI","ARI",26,33,"False","retractable roof (closed)","grass",72,45,0,-6.5,"ARI",49.5,2020-12-20
"202012200dal","DAL","SFO",3,2,5,5,0,0,2,2,1,0,"Greg Zuerlein",13,13,13,"SFO","DAL",33,41,"False","retractable roof (closed)","fieldturf",72,45,0,-4,"SFO",46,2020-12-20
"202012200dal","SFO","DAL",2,2,3,3,1,1,1,1,0,0,"Robbie Gould",10,10,10,"SFO","DAL",33,41,"False","retractable roof (closed)","fieldturf",72,45,0,-4,"SFO",46,2020-12-20
"202012200mia","MIA","NWE",1,0,2,2,0,0,0,0,1,0,"Jason Sanders",2,2,2,"NWE","MIA",12,22,"False","outdoors","grass",79,65,9,-1.5,"NWE",40.5,2020-12-20
"202012200mia","NWE","MIA",4,4,0,0,1,1,3,3,0,0,"Nick Folk",15,15,15,"NWE","MIA",12,22,"False","outdoors","grass",79,65,9,-1.5,"NWE",40.5,2020-12-20
"202012200min","CHI","MIN",4,4,3,3,1,1,3,3,0,0,"Cairo Santos",18,18,18,"CHI","MIN",33,27,"False","dome","sportturf",72,45,0,-2.5,"MIN",47.5,2020-12-20
"202012200min","MIN","CHI",2,2,3,3,2,2,0,0,0,0,"Dan Bailey",9,9,9,"CHI","MIN",33,27,"False","dome","sportturf",72,45,0,-2.5,"MIN",47.5,2020-12-20
"202012200nor","0","0",0,0,3,3,0,0,0,0,0,0,"Wil Lutz",3,3,3,"KAN","NOR",32,29,"False","dome","astroturf",72,45,0,-2.5,"KAN",54,2020-12-20
"202012200nor","KAN","NOR",1,1,3,3,1,1,0,0,0,0,"Harrison Butker",6,6,6,"KAN","NOR",32,29,"False","dome","astroturf",72,45,0,-2.5,"KAN",54,2020-12-20
"202012200nyg","NYG","CLE",2,2,0,0,2,2,0,0,0,0,"Graham Gano",6,6,6,"CLE","NYG",20,6,"False","outdoors","fieldturf ",36,82,0,-6,"CLE",45,2020-12-20
"202012200nyg","0","0",0,0,3,2,0,0,0,0,0,0,"Cody Parkey",2,2,2,"CLE","NYG",20,6,"False","outdoors","fieldturf ",36,82,0,-6,"CLE",45,2020-12-20
"202012200oti","DET","TEN",1,1,3,2,0,0,0,0,1,1,"Matt Prater",7,7,7,"DET","TEN",25,46,"False","outdoors","grass",46,86,5,-9.5,"TEN",54.5,2020-12-20
"202012200oti","TEN","DET",1,1,5,5,1,1,0,0,0,0,"Stephen Gostkowski",8,8,8,"DET","TEN",25,46,"False","outdoors","grass",46,86,5,-9.5,"TEN",54.5,2020-12-20
"202012200ram","LAR","NYJ",2,2,2,2,0,0,2,2,0,0,"Matt Gay",10,10,10,"NYJ","LAR",23,20,"False","dome","matrixturf",72,45,0,-17.5,"LAR",44.5,2020-12-20
"202012200ram","NYJ","LAR",3,3,2,2,3,3,0,0,0,0,"Sam Ficken",11,11,11,"NYJ","LAR",23,20,"False","dome","matrixturf",72,45,0,-17.5,"LAR",44.5,2020-12-20
"202012200rav","0","0",0,0,2,2,0,0,0,0,0,0,"Aldrick Rosas",2,2,2,"JAX","BAL",14,40,"False","outdoors","grass",39,78,3,-13,"BAL",49,2020-12-20
"202012200rav","BAL","JAX",2,1,5,5,0,0,1,1,1,0,"Justin Tucker",9,9,9,"JAX","BAL",14,40,"False","outdoors","grass",39,78,3,-13,"BAL",49,2020-12-20
"202012200was","SEA","WAS",2,2,2,2,0,0,2,2,0,0,"Jason Myers",10,10,10,"SEA","WAS",20,15,"False","outdoors","grass",43,69,8,-6,"SEA",44.5,2020-12-20
"202012200was","WAS","SEA",1,1,1,0,0,0,1,1,0,0,"Dustin Hopkins",4,4,4,"SEA","WAS",20,15,"False","outdoors","grass",43,69,8,-6,"SEA",44.5,2020-12-20
"202012210cin","CIN","PIT",3,2,3,3,2,2,0,0,1,0,"Austin Seibert",9,9,9,"PIT","CIN",17,27,"False","outdoors","grass",43,63,10,-14.5,"PIT",40.5,2020-12-21
"202012210cin","PIT","CIN",1,1,2,2,1,1,0,0,0,0,"Chris Boswell",5,5,5,"PIT","CIN",17,27,"False","outdoors","grass",43,63,10,-14.5,"PIT",40.5,2020-12-21
"202012250nor","NOR","MIN",1,1,7,7,1,1,0,0,0,0,"Wil Lutz",10,10,10,"MIN","NOR",33,52,"False","dome","astroturf",72,45,0,-6.5,"NOR",48.5,2020-12-25
"202012250nor","0","0",0,0,4,3,0,0,0,0,0,0,"Dan Bailey",3,3,3,"MIN","NOR",33,52,"False","dome","astroturf",72,45,0,-6.5,"NOR",48.5,2020-12-25
"202012260crd","SFO","ARI",2,0,3,2,1,0,1,0,0,0,"Robbie Gould",2,2,2,"SFO","ARI",20,12,"False","retractable roof (closed)","grass",72,45,0,-5,"ARI",48.5,2020-12-26
"202012260crd","ARI","SFO",2,2,0,0,1,1,1,1,0,0,"Mike Nugent",7,7,7,"SFO","ARI",20,12,"False","retractable roof (closed)","grass",72,45,0,-5,"ARI",48.5,2020-12-26
"202012260det","TAM","DET",1,0,7,5,0,0,1,0,0,0,"Ryan Succop",5,5,5,"TAM","DET",47,7,"False","dome","fieldturf",72,45,0,-9.5,"TAM",54,2020-12-26
"202012260det","0","0",0,0,1,1,0,0,0,0,0,0,"Matt Prater",1,1,1,"TAM","DET",47,7,"False","dome","fieldturf",72,45,0,-9.5,"TAM",54,2020-12-26
"202012260rai","LVR","MIA",4,4,2,1,4,4,0,0,0,0,"Daniel Carlson",13,13,13,"MIA","LVR",26,25,"False","dome","grass",72,45,0,-3,"MIA",48,2020-12-26
"202012260rai","MIA","LVR",4,4,2,2,3,3,1,1,0,0,"Jason Sanders",15,15,15,"MIA","LVR",26,25,"False","dome","grass",72,45,0,-3,"MIA",48,2020-12-26
"202012270dal","DAL","PHI",3,3,4,4,3,3,0,0,0,0,"Greg Zuerlein",13,13,13,"PHI","DAL",17,37,"False","retractable roof (closed)","fieldturf",72,45,0,-3,"PHI",50,2020-12-27
"202012270dal","0","0",0,1,2,2,1,1,0,0,0,0,"Jake Elliott",5,5,5,"PHI","DAL",17,37,"False","retractable roof (closed)","fieldturf",72,45,0,-3,"PHI",50,2020-12-27
"202012270gnb","0","0",0,0,2,2,0,0,0,0,0,0,"Stephen Gostkowski",2,2,2,"TEN","GNB",14,40,"False","outdoors","grass",28,88,15,-3,"GNB",52.5,2020-12-27
"202012270gnb","0","0",0,0,5,4,0,0,0,0,0,0,"Mason Crosby",4,4,4,"TEN","GNB",14,40,"False","outdoors","grass",28,88,15,-3,"GNB",52.5,2020-12-27
"202012270htx","HOU","CIN",1,1,4,4,1,1,0,0,0,0,"Ka'imi Fairbairn",7,7,7,"CIN","HOU",37,31,"False","retractable roof (closed)","grass",72,45,0,-7.5,"HOU",46,2020-12-27
"202012270htx","CIN","HOU",4,3,4,4,2,2,2,1,0,0,"Austin Seibert",14,14,14,"CIN","HOU",37,31,"False","retractable roof (closed)","grass",72,45,0,-7.5,"HOU",46,2020-12-27
"202012270jax","JAX","CHI",1,1,2,2,1,1,0,0,0,0,"Aldrick Rosas",5,5,5,"CHI","JAX",41,17,"False","outdoors","grass",55,60,5,-9.5,"CHI",47,2020-12-27
"202012270jax","CHI","JAX",2,2,5,5,1,1,1,1,0,0,"Cairo Santos",12,12,12,"CHI","JAX",41,17,"False","outdoors","grass",55,60,5,-9.5,"CHI",47,2020-12-27
"202012270kan","ATL","KAN",1,0,2,2,1,0,0,0,0,0,"Younghoe Koo",2,2,2,"ATL","KAN",14,17,"False","outdoors","astroturf",49,44,8,-11,"KAN",54,2020-12-27
"202012270kan","KAN","ATL",1,1,2,2,0,0,0,0,1,1,"Harrison Butker",7,7,7,"ATL","KAN",14,17,"False","outdoors","astroturf",49,44,8,-11,"KAN",54,2020-12-27
"202012270nyj","NYJ","CLE",2,1,3,2,1,1,0,0,1,0,"Sam Ficken",5,5,5,"CLE","NYJ",16,23,"False","outdoors","fieldturf ",37,42,5,-6.5,"CLE",45,2020-12-27
"202012270nyj","CLE","NYJ",1,0,0,0,0,0,0,0,1,0,"Jamie Gillan",0,0,0,"CLE","NYJ",16,23,"False","outdoors","fieldturf ",37,42,5,-6.5,"CLE",45,2020-12-27
"202012270nyj","CLE","NYJ",1,1,2,1,0,0,1,1,0,0,"Cody Parkey",5,5,5,"CLE","NYJ",16,23,"False","outdoors","fieldturf ",37,42,5,-6.5,"CLE",45,2020-12-27
"202012270pit","IND","PIT",1,1,3,3,1,1,0,0,0,0,"Rodrigo Blankenship",6,6,6,"IND","PIT",24,28,"False","outdoors","grass",37,65,6,-1,"IND",43.5,2020-12-27
"202012270pit","0","0",0,0,4,4,0,0,0,0,0,0,"Matthew Wright",4,4,4,"IND","PIT",24,28,"False","outdoors","grass",37,65,6,-1,"IND",43.5,2020-12-27
"202012270rav","BAL","NYG",2,2,3,3,2,2,0,0,0,0,"Justin Tucker",9,9,9,"NYG","BAL",13,27,"False","outdoors","grass",38,48,3,-10,"BAL",43,2020-12-27
"202012270rav","NYG","BAL",2,2,1,1,1,1,1,1,0,0,"Graham Gano",8,8,8,"NYG","BAL",13,27,"False","outdoors","grass",38,48,3,-10,"BAL",43,2020-12-27
"202012270sdg","DEN","LAC",4,3,1,1,2,1,1,1,1,1,"Brandon McManus",13,13,13,"DEN","LAC",16,19,"False","dome","matrixturf",72,45,0,-2.5,"LAC",47.5,2020-12-27
"202012270sdg","LAC","DEN",4,4,1,1,3,3,1,1,0,0,"Michael Badgley",14,14,14,"DEN","LAC",16,19,"False","dome","matrixturf",72,45,0,-2.5,"LAC",47.5,2020-12-27
"202012270sea","LAR","SEA",3,3,0,0,1,1,1,1,1,1,"Matt Gay",12,12,12,"LAR","SEA",9,20,"False","outdoors","fieldturf",45,89,2,-1.5,"SEA",47.5,2020-12-27
"202012270sea","SEA","LAR",2,2,2,2,0,0,2,2,0,0,"Jason Myers",10,10,10,"LAR","SEA",9,20,"False","outdoors","fieldturf",45,89,2,-1.5,"SEA",47.5,2020-12-27
"202012270was","WAS","CAR",2,2,1,1,1,1,1,1,0,0,"Dustin Hopkins",8,8,8,"CAR","WAS",20,13,"False","outdoors","grass",41,46,6,-1,"CAR",41.5,2020-12-27
"202012270was","0","0",0,0,3,2,0,0,0,0,0,0,"Joey Slye",2,2,2,"CAR","WAS",20,13,"False","outdoors","grass",41,46,6,-1,"CAR",41.5,2020-12-27
"202012280nwe","BUF","NWE",1,1,5,5,1,1,0,0,0,0,"Tyler Bass",8,8,8,"BUF","NWE",38,9,"False","outdoors","grass",41,90,4,-7,"BUF",47.5,2020-12-28
"202012280nwe","NWE","BUF",1,1,1,0,0,0,1,1,0,0,"Nick Folk",4,4,4,"BUF","NWE",38,9,"False","outdoors","grass",41,90,4,-7,"BUF",47.5,2020-12-28
"202101030buf","MIA","BUF",2,2,2,2,1,1,1,1,0,0,"Jason Sanders",9,9,9,"MIA","BUF",26,56,"False","outdoors","astroturf",35,93,1,-3.5,"MIA",43,2021-01-03
"202101030buf","0","0",0,0,8,8,0,0,0,0,0,0,"Tyler Bass",8,8,8,"MIA","BUF",26,56,"False","outdoors","astroturf",35,93,1,-3.5,"MIA",43,2021-01-03
"202101030car","0","0",0,0,1,1,0,0,0,0,0,0,"Joey Slye",1,1,1,"NOR","CAR",33,7,"False","outdoors","grass",57,80,2,-6,"NOR",47,2021-01-03
"202101030car","NOR","CAR",2,2,4,3,1,1,1,1,0,0,"Wil Lutz",10,10,10,"NOR","CAR",33,7,"False","outdoors","grass",57,80,2,-6,"NOR",47,2021-01-03
"202101030chi","CHI","GNB",3,3,1,1,3,3,0,0,0,0,"Cairo Santos",10,10,10,"GNB","CHI",35,16,"False","outdoors","grass",32,85,7,-4.5,"GNB",48,2021-01-03
