"game_id","team","def_int","def_int_td","sacks","fumbles_rec","fumbles_rec_td","blocked_kick","safety","def_two_point_conv","total_ret_td","Team_abbrev","Opponent_abbrev","Opponent_score","points_allowed_0","points_allowed_1_6","points_allowed_7_13","points_allowed_14_20","points_allowed_21_27","points_allowed_28_34","points_allowed_35","Total_DKP","Total_FDP","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"201909050chi","CHI",0,0,5,0,0,0,0,0,0,"CHI","GNB",10,0,0,1,0,0,0,0,9,9,"GNB","CHI",10,3,"False","outdoors","grass",65,69,10,-3.5,"CHI",47,2019-09-05
"201909050chi","GNB",1,0,5,0,0,0,0,0,0,"GNB","CHI",3,0,1,0,0,0,0,0,14,14,"GNB","CHI",10,3,"False","outdoors","grass",65,69,10,-3.5,"CHI",47,2019-09-05
"201909080car","LAR",1,0,3,2,0,0,0,0,0,"LAR","CAR",27,0,0,0,0,1,0,0,9,9,"LAR","CAR",30,27,"False","outdoors","grass",87,53,3,-1.5,"LAR",49.5,2019-09-08
"201909080car","CAR",1,0,1,0,0,1,0,0,0,"CAR","LAR",30,0,0,0,0,0,1,0,4,4,"LAR","CAR",30,27,"False","outdoors","grass",87,53,3,-1.5,"LAR",49.5,2019-09-08
"201909080cle","CLE",0,0,4,0,0,0,0,0,0,"CLE","TEN",43,0,0,0,0,0,0,1,0,0,"TEN","CLE",43,13,"False","outdoors","grass",71,55,10,-5.5,"CLE",44,2019-09-08
"201909080cle","TEN",3,1,5,0,0,0,1,0,0,"TEN","CLE",13,0,0,1,0,0,0,0,23,23,"TEN","CLE",43,13,"False","outdoors","grass",71,55,10,-5.5,"CLE",44,2019-09-08
"201909080crd","DET",1,0,5,0,0,0,0,0,0,"DET","ARI",27,0,0,0,0,1,0,0,7,7,"DET","ARI",27,27,"True","retractable roof (closed)","grass",72,45,0,-2.5,"DET",45.5,2019-09-08
"201909080crd","ARI",0,0,3,1,0,0,0,0,0,"ARI","DET",27,0,0,0,0,1,0,0,5,5,"DET","ARI",27,27,"True","retractable roof (closed)","grass",72,45,0,-2.5,"DET",45.5,2019-09-08
"201909080dal","DAL",0,0,1,2,0,0,0,0,0,"DAL","NYG",17,0,0,0,1,0,0,0,6,6,"NYG","DAL",17,35,"False","retractable roof (closed)","fieldturf",72,45,0,-7,"DAL",44,2019-09-08
"201909080dal","NYG",0,0,0,0,0,0,0,0,0,"NYG","DAL",35,0,0,0,0,0,0,1,-4,-4,"NYG","DAL",17,35,"False","retractable roof (closed)","fieldturf",72,45,0,-7,"DAL",44,2019-09-08
"201909080jax","JAX",0,0,0,0,0,0,0,0,0,"JAX","KAN",40,0,0,0,0,0,0,1,-4,-4,"KAN","JAX",40,26,"False","outdoors","grass",91,54,6,-3.5,"KAN",49,2019-09-08
"201909080jax","KAN",1,0,1,1,0,0,0,0,0,"KAN","JAX",26,0,0,0,0,1,0,0,5,5,"KAN","JAX",40,26,"False","outdoors","grass",91,54,6,-3.5,"KAN",49,2019-09-08
"201909080mia","BAL",2,0,3,1,0,0,0,0,0,"BAL","MIA",10,0,0,1,0,0,0,0,13,13,"BAL","MIA",59,10,"False","outdoors","grass",91,56,8,-7,"BAL",41,2019-09-08
"201909080mia","MIA",0,0,1,0,0,0,0,0,0,"MIA","BAL",59,0,0,0,0,0,0,1,-3,-3,"BAL","MIA",59,10,"False","outdoors","grass",91,56,8,-7,"BAL",41,2019-09-08
"201909080min","ATL",0,0,1,0,0,0,0,0,0,"ATL","MIN",28,0,0,0,0,0,1,0,0,0,"ATL","MIN",12,28,"False","dome","sportturf",72,45,0,-3.5,"MIN",47,2019-09-08
"201909080min","MIN",2,0,4,1,0,1,0,0,0,"MIN","ATL",12,0,0,1,0,0,0,0,16,16,"ATL","MIN",12,28,"False","dome","sportturf",72,45,0,-3.5,"MIN",47,2019-09-08
"201909080nwe","NWE",1,0,1,0,0,0,0,0,0,"NWE","PIT",3,0,1,0,0,0,0,0,10,10,"PIT","NWE",3,33,"False","outdoors","grass",66,62,2,-5.5,"NWE",49,2019-09-08
"201909080nwe","PIT",0,0,1,0,0,0,0,0,0,"PIT","NWE",33,0,0,0,0,0,1,0,0,0,"PIT","NWE",3,33,"False","outdoors","grass",66,62,2,-5.5,"NWE",49,2019-09-08
"201909080nyj","NYJ",2,1,1,2,0,0,1,0,0,"NYJ","BUF",17,0,0,0,1,0,0,0,18,18,"BUF","NYJ",17,16,"False","outdoors","fieldturf ",77,46,6,-2.5,"NYJ",41,2019-09-08
"201909080nyj","BUF",0,0,4,1,0,0,0,0,0,"BUF","NYJ",16,0,0,0,1,0,0,0,7,7,"BUF","NYJ",17,16,"False","outdoors","fieldturf ",77,46,6,-2.5,"NYJ",41,2019-09-08
"201909080phi","WAS",0,0,1,0,0,0,0,0,0,"WAS","PHI",32,0,0,0,0,0,1,0,0,0,"WAS","PHI",27,32,"False","outdoors","grass",79,49,4,-10.5,"PHI",44,2019-09-08
"201909080phi","PHI",0,0,1,0,0,0,0,0,0,"PHI","WAS",27,0,0,0,0,1,0,0,1,1,"WAS","PHI",27,32,"False","outdoors","grass",79,49,4,-10.5,"PHI",44,2019-09-08
"201909080sdg","IND",1,0,4,0,0,0,0,0,0,"IND","LAC",30,0,0,0,0,0,1,0,5,5,"IND","LAC",24,30,"True","outdoors","grass",77,52,10,-6,"LAC",44.5,2019-09-08
"201909080sdg","LAC",0,0,2,0,0,0,0,0,0,"LAC","IND",24,0,0,0,0,1,0,0,2,2,"IND","LAC",24,30,"True","outdoors","grass",77,52,10,-6,"LAC",44.5,2019-09-08
"201909080sea","SEA",0,0,4,3,0,0,0,0,0,"SEA","CIN",20,0,0,0,1,0,0,0,11,11,"CIN","SEA",20,21,"False","outdoors","fieldturf",64,82,7,-9.5,"SEA",44,2019-09-08
"201909080sea","CIN",0,0,4,1,0,0,0,0,0,"CIN","SEA",21,0,0,0,0,1,0,0,6,6,"CIN","SEA",20,21,"False","outdoors","fieldturf",64,82,7,-9.5,"SEA",44,2019-09-08
"201909080tam","SFO",3,2,3,1,0,0,0,0,0,"SFO","TAM",17,0,0,0,1,0,0,0,24,24,"SFO","TAM",31,17,"False","outdoors","grass",93,52,9,-1,"TAM",51,2019-09-08
"201909080tam","TAM",1,1,1,1,0,0,0,0,0,"TAM","SFO",31,0,0,0,0,0,1,0,10,10,"SFO","TAM",31,17,"False","outdoors","grass",93,52,9,-1,"TAM",51,2019-09-08
"201909090nor","NOR",1,0,6,0,0,0,0,0,0,"NOR","HOU",28,0,0,0,0,0,1,0,7,7,"HOU","NOR",28,30,"False","dome","astroturf",72,45,0,-6.5,"NOR",52,2019-09-09
"201909090nor","HOU",1,0,1,0,0,0,0,0,0,"HOU","NOR",30,0,0,0,0,0,1,0,2,2,"HOU","NOR",28,30,"False","dome","astroturf",72,45,0,-6.5,"NOR",52,2019-09-09
"201909090rai","DEN",0,0,0,0,0,0,0,0,0,"DEN","LVR",24,0,0,0,0,1,0,0,0,0,"DEN","LVR",16,24,"False","outdoors","grass",68,66,15,-3,"DEN",42.5,2019-09-09
"201909120car","TAM",0,0,3,1,0,0,0,0,0,"TAM","CAR",14,0,0,0,1,0,0,0,6,6,"TAM","CAR",20,14,"False","outdoors","grass",85,55,3,-6.5,"CAR",48,2019-09-12
"201909120car","CAR",0,0,3,0,0,0,1,0,0,"CAR","TAM",20,0,0,0,1,0,0,0,6,6,"TAM","CAR",20,14,"False","outdoors","grass",85,55,3,-6.5,"CAR",48,2019-09-12
"201909150atl","ATL",2,0,3,0,0,0,0,0,0,"ATL","PHI",20,0,0,0,1,0,0,0,8,8,"PHI","ATL",20,24,"False","retractable roof (open)","fieldturf",72,45,0,-1,"PHI",53,2019-09-15
"201909150atl","PHI",3,0,1,0,0,0,0,0,0,"PHI","ATL",24,0,0,0,0,1,0,0,7,7,"PHI","ATL",20,24,"False","retractable roof (open)","fieldturf",72,45,0,-1,"PHI",53,2019-09-15
"201909150cin","SFO",1,0,4,0,0,0,0,0,0,"SFO","CIN",17,0,0,0,1,0,0,0,7,7,"SFO","CIN",41,17,"False","outdoors","grass",81,45,5,-1,"CIN",46,2019-09-15
"201909150cin","CIN",1,0,0,0,0,0,0,0,0,"CIN","SFO",41,0,0,0,0,0,0,1,-2,-2,"SFO","CIN",41,17,"False","outdoors","grass",81,45,5,-1,"CIN",46,2019-09-15
"201909150den","CHI",1,0,2,0,0,0,0,0,0,"CHI","DEN",14,0,0,0,1,0,0,0,5,5,"CHI","DEN",16,14,"False","outdoors","grass",87,14,3,-3,"CHI",41,2019-09-15
"201909150den","DEN",0,0,0,0,0,0,0,0,0,"DEN","CHI",16,0,0,0,1,0,0,0,1,1,"CHI","DEN",16,14,"False","outdoors","grass",87,14,3,-3,"CHI",41,2019-09-15
"201909150det","LAC",2,0,0,0,0,0,0,0,0,"LAC","DET",13,0,0,1,0,0,0,0,8,8,"LAC","DET",10,13,"False","dome","fieldturf",72,45,0,-1,"LAC",47,2019-09-15
"201909150det","DET",1,0,1,1,0,0,0,0,0,"DET","LAC",10,0,0,1,0,0,0,0,9,9,"LAC","DET",10,13,"False","dome","fieldturf",72,45,0,-1,"LAC",47,2019-09-15
"201909150gnb","GNB",2,0,1,2,0,0,0,0,0,"GNB","MIN",16,0,0,0,1,0,0,0,10,10,"MIN","GNB",16,21,"False","outdoors","grass",72,75,5,-3,"GNB",43,2019-09-15
"201909150gnb","MIN",0,0,2,2,0,0,0,0,0,"MIN","GNB",21,0,0,0,0,1,0,0,6,6,"MIN","GNB",16,21,"False","outdoors","grass",72,75,5,-3,"GNB",43,2019-09-15
"201909150htx","JAX",0,0,3,0,0,0,0,0,0,"JAX","HOU",13,0,0,1,0,0,0,0,7,7,"JAX","HOU",12,13,"False","retractable roof (closed)","grass",72,45,0,-7.5,"HOU",43,2019-09-15
"201909150htx","HOU",0,0,4,1,0,0,0,0,0,"HOU","JAX",12,0,0,1,0,0,0,0,10,10,"JAX","HOU",12,13,"False","retractable roof (closed)","grass",72,45,0,-7.5,"HOU",43,2019-09-15
"201909150mia","MIA",0,0,2,1,0,0,0,0,0,"MIA","NWE",43,0,0,0,0,0,0,1,0,0,"NWE","MIA",43,0,"False","outdoors","grass",87,67,4,-18,"NWE",48.5,2019-09-15
"201909150mia","NWE",4,2,7,0,0,0,0,0,0,"NWE","MIA",0,1,0,0,0,0,0,0,37,37,"NWE","MIA",43,0,"False","outdoors","grass",87,67,4,-18,"NWE",48.5,2019-09-15
"201909150nyg","NYG",0,0,3,0,0,0,0,0,0,"NYG","BUF",28,0,0,0,0,0,1,0,2,2,"BUF","NYG",28,14,"False","outdoors","fieldturf ",79,48,5,-1,"BUF",44.5,2019-09-15
"201909150nyg","BUF",2,0,1,0,0,0,0,0,0,"BUF","NYG",14,0,0,0,1,0,0,0,6,6,"BUF","NYG",28,14,"False","outdoors","fieldturf ",79,48,5,-1,"BUF",44.5,2019-09-15
"201909150oti","IND",0,0,4,0,0,0,0,0,0,"IND","TEN",17,0,0,0,1,0,0,0,5,5,"IND","TEN",19,17,"False","outdoors","grass",93,45,1,-3,"TEN",43.5,2019-09-15
"201909150oti","TEN",1,0,2,1,0,0,0,0,0,"TEN","IND",19,0,0,0,1,0,0,0,7,7,"IND","TEN",19,17,"False","outdoors","grass",93,45,1,-3,"TEN",43.5,2019-09-15
"201909150pit","PIT",0,0,4,2,0,0,0,0,0,"PIT","SEA",28,0,0,0,0,0,1,0,7,7,"SEA","PIT",28,26,"False","outdoors","grass",81,51,3,-4,"PIT",47,2019-09-15
"201909150pit","SEA",1,0,1,0,0,0,0,0,0,"SEA","PIT",26,0,0,0,0,1,0,0,3,3,"SEA","PIT",28,26,"False","outdoors","grass",81,51,3,-4,"PIT",47,2019-09-15
"201909150rai","KAN",2,0,3,0,0,0,0,0,0,"KAN","LVR",10,0,0,1,0,0,0,0,11,11,"KAN","LVR",28,10,"False","outdoors","grass",70,61,13,-7,"KAN",53.5,2019-09-15
"201909150ram","LAR",1,0,2,0,0,0,0,0,0,"LAR","NOR",9,0,0,1,0,0,0,0,8,8,"NOR","LAR",9,27,"False","outdoors","grass",85,44,4,-2,"LAR",52.5,2019-09-15
"201909150ram","NOR",0,0,3,1,0,0,0,0,0,"NOR","LAR",27,0,0,0,0,1,0,0,5,5,"NOR","LAR",9,27,"False","outdoors","grass",85,44,4,-2,"LAR",52.5,2019-09-15
"201909150rav","BAL",0,0,3,0,0,0,0,0,0,"BAL","ARI",17,0,0,0,1,0,0,0,4,4,"ARI","BAL",17,23,"False","outdoors","grass",82,60,8,-13,"BAL",46,2019-09-15
"201909150rav","ARI",0,0,2,0,0,0,0,0,0,"ARI","BAL",23,0,0,0,0,1,0,0,2,2,"ARI","BAL",17,23,"False","outdoors","grass",82,60,8,-13,"BAL",46,2019-09-15
"201909150was","DAL",0,0,1,0,0,0,0,0,0,"DAL","WAS",21,0,0,0,0,1,0,0,1,1,"DAL","WAS",31,21,"False","outdoors","grass",80,46,7,-6,"DAL",46.5,2019-09-15
"201909150was","WAS",1,0,1,0,0,0,0,0,0,"WAS","DAL",31,0,0,0,0,0,1,0,2,2,"DAL","WAS",31,21,"False","outdoors","grass",80,46,7,-6,"DAL",46.5,2019-09-15
"201909160nyj","NYJ",1,0,3,0,0,0,0,0,0,"NYJ","CLE",23,0,0,0,0,1,0,0,5,5,"CLE","NYJ",23,3,"False","outdoors","fieldturf ",72,69,3,-6.5,"CLE",45.5,2019-09-16
"201909160nyj","CLE",0,0,4,1,0,0,0,0,0,"CLE","NYJ",3,0,1,0,0,0,0,0,13,13,"CLE","NYJ",23,3,"False","outdoors","fieldturf ",72,69,3,-6.5,"CLE",45.5,2019-09-16
"201909190jax","JAX",0,0,9,0,0,0,0,0,0,"JAX","TEN",7,0,0,1,0,0,0,0,13,13,"TEN","JAX",7,20,"False","outdoors","grass",73,87,9,-1.5,"TEN",38,2019-09-19
"201909190jax","TEN",0,0,0,0,0,0,0,0,0,"TEN","JAX",20,0,0,0,1,0,0,0,1,1,"TEN","JAX",7,20,"False","outdoors","grass",73,87,9,-1.5,"TEN",38,2019-09-19
"201909220buf","BUF",2,0,2,2,0,0,0,0,0,"BUF","CIN",17,0,0,0,1,0,0,0,11,11,"CIN","BUF",17,21,"False","outdoors","astroturf",83,53,13,-5.5,"BUF",43.5,2019-09-22
"201909220buf","CIN",1,0,1,1,0,0,0,0,0,"CIN","BUF",21,0,0,0,0,1,0,0,5,5,"CIN","BUF",17,21,"False","outdoors","astroturf",83,53,13,-5.5,"BUF",43.5,2019-09-22
"201909220cle","CLE",2,0,2,1,0,0,0,0,0,"CLE","LAR",20,0,0,0,1,0,0,0,9,9,"LAR","CLE",20,13,"False","outdoors","grass",83,33,12,-4,"LAR",48,2019-09-22
"201909220cle","LAR",1,0,3,0,0,0,0,0,0,"LAR","CLE",13,0,0,1,0,0,0,0,9,9,"LAR","CLE",20,13,"False","outdoors","grass",83,33,12,-4,"LAR",48,2019-09-22
"201909220clt","ATL",0,0,1,0,0,0,0,0,0,"ATL","IND",27,0,0,0,0,1,0,0,1,1,"ATL","IND",24,27,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"IND",48,2019-09-22
"201909220clt","IND",1,0,0,0,0,0,0,0,0,"IND","ATL",24,0,0,0,0,1,0,0,2,2,"ATL","IND",24,27,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"IND",48,2019-09-22
"201909220crd","ARI",0,0,2,1,0,0,0,0,0,"ARI","CAR",38,0,0,0,0,0,0,1,0,0,"CAR","ARI",38,20,"False","retractable roof (closed)","grass",72,45,0,-2.5,"ARI",46,2019-09-22
"201909220crd","CAR",2,0,8,0,0,0,0,0,0,"CAR","ARI",20,0,0,0,1,0,0,0,13,13,"CAR","ARI",38,20,"False","retractable roof (closed)","grass",72,45,0,-2.5,"ARI",46,2019-09-22
"201909220dal","MIA",1,0,1,0,0,0,0,0,0,"MIA","DAL",31,0,0,0,0,0,1,0,2,2,"MIA","DAL",6,31,"False","retractable roof (closed)","fieldturf",72,45,0,-22,"DAL",46.5,2019-09-22
"201909220dal","DAL",0,0,3,1,0,0,0,0,0,"DAL","MIA",6,0,1,0,0,0,0,0,12,12,"MIA","DAL",6,31,"False","retractable roof (closed)","fieldturf",72,45,0,-22,"DAL",46.5,2019-09-22
"201909220gnb","GNB",1,0,6,2,0,0,0,0,0,"GNB","DEN",16,0,0,0,1,0,0,0,13,13,"DEN","GNB",16,27,"False","outdoors","grass",69,93,7,-7,"GNB",42,2019-09-22
"201909220gnb","DEN",0,0,0,0,0,0,0,0,0,"DEN","GNB",27,0,0,0,0,1,0,0,0,0,"DEN","GNB",16,27,"False","outdoors","grass",69,93,7,-7,"GNB",42,2019-09-22
"201909220kan","BAL",0,0,1,0,0,0,0,0,0,"BAL","KAN",33,0,0,0,0,0,1,0,0,0,"BAL","KAN",28,33,"False","outdoors","grass",72,45,0,-4.5,"KAN",52,2019-09-22
"201909220kan","KAN",0,0,3,0,0,0,0,0,0,"KAN","BAL",28,0,0,0,0,0,1,0,2,2,"BAL","KAN",28,33,"False","outdoors","grass",72,45,0,-4.5,"KAN",52,2019-09-22
"201909220min","MIN",1,0,4,0,0,0,0,0,0,"MIN","LVR",14,0,0,0,1,0,0,0,7,7,"LVR","MIN",14,34,"False","dome","sportturf",72,45,0,-8.5,"MIN",43,2019-09-22
"201909220nwe","NYJ",1,1,1,0,1,0,0,0,0,"NYJ","NWE",30,0,0,0,0,0,1,0,14,14,"NYJ","NWE",14,30,"False","outdoors","grass",81,49,10,-20.5,"NWE",43,2019-09-22
"201909220nwe","NWE",1,0,5,0,0,0,0,0,0,"NWE","NYJ",14,0,0,0,1,0,0,0,8,8,"NYJ","NWE",14,30,"False","outdoors","grass",81,49,10,-20.5,"NWE",43,2019-09-22
"201909220phi","DET",0,0,3,2,0,0,0,0,1,"DET","PHI",24,0,0,0,0,1,0,0,13,13,"DET","PHI",27,24,"False","outdoors","grass",84,53,7,-4,"PHI",45,2019-09-22
"201909220phi","PHI",0,0,0,0,0,1,0,0,0,"PHI","DET",27,0,0,0,0,1,0,0,2,2,"DET","PHI",27,24,"False","outdoors","grass",84,53,7,-4,"PHI",45,2019-09-22
"201909220sdg","LAC",0,0,2,1,0,0,0,0,0,"LAC","HOU",27,0,0,0,0,1,0,0,4,4,"HOU","LAC",27,20,"False","outdoors","grass",87,37,4,-3,"LAC",49,2019-09-22
"201909220sdg","HOU",0,0,5,1,0,0,0,0,0,"HOU","LAC",20,0,0,0,1,0,0,0,8,8,"HOU","LAC",27,20,"False","outdoors","grass",87,37,4,-3,"LAC",49,2019-09-22
"201909220sea","NOR",0,0,0,1,1,0,0,0,1,"NOR","SEA",27,0,0,0,0,1,0,0,14,14,"NOR","SEA",33,27,"False","outdoors","fieldturf",63,85,8,-5,"SEA",44,2019-09-22
"201909220sea","SEA",0,0,0,0,0,0,0,0,0,"SEA","NOR",33,0,0,0,0,0,1,0,-1,-1,"NOR","SEA",33,27,"False","outdoors","fieldturf",63,85,8,-5,"SEA",44,2019-09-22
"201909220sfo","SFO",1,0,2,1,0,0,0,0,0,"SFO","PIT",20,0,0,0,1,0,0,0,7,7,"PIT","SFO",20,24,"False","outdoors","grass",79,36,3,-6,"SFO",44.5,2019-09-22
"201909220sfo","PIT",2,0,1,3,0,0,0,0,0,"PIT","SFO",24,0,0,0,0,1,0,0,11,11,"PIT","SFO",20,24,"False","outdoors","grass",79,36,3,-6,"SFO",44.5,2019-09-22
"201909220tam","NYG",1,0,4,0,0,0,0,0,0,"NYG","TAM",31,0,0,0,0,0,1,0,5,5,"NYG","TAM",32,31,"False","outdoors","grass",88,46,11,-5,"TAM",48,2019-09-22
"201909220tam","TAM",0,0,5,2,0,0,0,0,0,"TAM","NYG",32,0,0,0,0,0,1,0,8,8,"NYG","TAM",32,31,"False","outdoors","grass",88,46,11,-5,"TAM",48,2019-09-22
"201909230was","CHI",3,1,4,2,0,0,0,0,0,"CHI","WAS",15,0,0,0,1,0,0,0,21,21,"CHI","WAS",31,15,"False","outdoors","grass",87,39,5,-5,"CHI",41,2019-09-23
"201909230was","WAS",1,0,3,0,0,0,0,0,0,"WAS","CHI",31,0,0,0,0,0,1,0,4,4,"CHI","WAS",31,15,"False","outdoors","grass",87,39,5,-5,"CHI",41,2019-09-23
"201909260gnb","GNB",0,0,0,0,0,0,0,0,0,"GNB","PHI",34,0,0,0,0,0,1,0,-1,-1,"PHI","GNB",34,27,"False","outdoors","grass",60,62,3,-3.5,"GNB",46,2019-09-26
"201909260gnb","PHI",1,0,1,1,0,0,0,0,0,"PHI","GNB",27,0,0,0,0,1,0,0,5,5,"PHI","GNB",34,27,"False","outdoors","grass",60,62,3,-3.5,"GNB",46,2019-09-26
"201909290atl","ATL",0,0,0,0,0,0,0,0,0,"ATL","TEN",24,0,0,0,0,1,0,0,0,0,"TEN","ATL",24,10,"False","retractable roof (closed)","fieldturf",72,45,0,-3.5,"ATL",46,2019-09-29
"201909290atl","TEN",0,0,5,1,0,0,0,0,0,"TEN","ATL",10,0,0,1,0,0,0,0,11,11,"TEN","ATL",24,10,"False","retractable roof (closed)","fieldturf",72,45,0,-3.5,"ATL",46,2019-09-29
"201909290buf","BUF",1,0,0,0,0,0,0,0,0,"BUF","NWE",16,0,0,0,1,0,0,0,3,3,"NWE","BUF",16,10,"False","outdoors","astroturf",58,71,10,-7,"NWE",41.5,2019-09-29
"201909290buf","NWE",4,0,5,0,0,1,0,0,0,"NWE","BUF",10,0,0,1,0,0,0,0,19,19,"NWE","BUF",16,10,"False","outdoors","astroturf",58,71,10,-7,"NWE",41.5,2019-09-29
"201909290chi","MIN",0,0,1,0,0,0,0,0,0,"MIN","CHI",16,0,0,0,1,0,0,0,2,2,"MIN","CHI",6,16,"False","outdoors","grass",67,89,8,-1,"MIN",38,2019-09-29
"201909290chi","CHI",0,0,6,2,0,0,0,0,0,"CHI","MIN",6,0,1,0,0,0,0,0,17,17,"MIN","CHI",6,16,"False","outdoors","grass",67,89,8,-1,"MIN",38,2019-09-29
"201909290clt","IND",0,0,1,1,0,0,0,0,0,"IND","LVR",31,0,0,0,0,0,1,0,2,2,"LVR","IND",31,24,"False","retractable roof (closed)","fieldturf",72,45,0,-5.5,"IND",46,2019-09-29
"201909290crd","ARI",0,0,4,0,0,0,0,0,0,"ARI","SEA",27,0,0,0,0,1,0,0,4,4,"SEA","ARI",27,10,"False","retractable roof (closed)","grass",72,45,0,-5.5,"SEA",49,2019-09-29
"201909290crd","SEA",1,1,4,0,0,0,0,0,0,"SEA","ARI",10,0,0,1,0,0,0,0,16,16,"SEA","ARI",27,10,"False","retractable roof (closed)","grass",72,45,0,-5.5,"SEA",49,2019-09-29
"201909290den","DEN",0,0,5,0,0,0,0,0,0,"DEN","JAX",26,0,0,0,0,1,0,0,5,5,"JAX","DEN",26,24,"False","outdoors","grass",87,11,14,-2.5,"DEN",37,2019-09-29
"201909290den","JAX",1,0,0,0,0,0,0,0,0,"JAX","DEN",24,0,0,0,0,1,0,0,2,2,"JAX","DEN",26,24,"False","outdoors","grass",87,11,14,-2.5,"DEN",37,2019-09-29
"201909290det","DET",0,0,0,3,0,0,0,0,0,"DET","KAN",34,0,0,0,0,0,1,0,5,5,"KAN","DET",34,30,"False","dome","fieldturf",72,45,0,-7.5,"KAN",54.5,2019-09-29
"201909290det","KAN",0,0,4,2,1,0,0,0,0,"KAN","DET",30,0,0,0,0,0,1,0,13,13,"KAN","DET",34,30,"False","dome","fieldturf",72,45,0,-7.5,"KAN",54.5,2019-09-29
"201909290htx","CAR",1,0,6,1,0,0,0,0,0,"CAR","HOU",10,0,0,1,0,0,0,0,14,14,"CAR","HOU",16,10,"False","retractable roof (closed)","grass",72,45,0,-5.5,"HOU",47.5,2019-09-29
"201909290htx","HOU",0,0,3,3,0,0,0,0,0,"HOU","CAR",16,0,0,0,1,0,0,0,10,10,"CAR","HOU",16,10,"False","retractable roof (closed)","grass",72,45,0,-5.5,"HOU",47.5,2019-09-29
"201909290mia","LAC",1,0,5,0,0,0,0,0,0,"LAC","MIA",10,0,0,1,0,0,0,0,11,11,"LAC","MIA",30,10,"False","outdoors","grass",88,53,15,-15,"LAC",43.5,2019-09-29
"201909290mia","MIA",0,0,1,0,0,0,0,0,0,"MIA","LAC",30,0,0,0,0,0,1,0,0,0,"LAC","MIA",30,10,"False","outdoors","grass",88,53,15,-15,"LAC",43.5,2019-09-29
"201909290nor","NOR",1,0,1,2,0,0,0,0,0,"NOR","DAL",10,0,0,1,0,0,0,0,11,11,"DAL","NOR",10,12,"False","dome","astroturf",72,45,0,-2.5,"DAL",47,2019-09-29
"201909290nor","DAL",1,0,5,0,0,0,0,0,0,"DAL","NOR",12,0,0,1,0,0,0,0,11,11,"DAL","NOR",10,12,"False","dome","astroturf",72,45,0,-2.5,"DAL",47,2019-09-29
"201909290nyg","WAS",2,0,0,2,0,0,0,0,0,"WAS","NYG",24,0,0,0,0,1,0,0,8,8,"WAS","NYG",3,24,"False","outdoors","fieldturf ",77,42,11,-3,"NYG",48,2019-09-29
"201909290nyg","NYG",4,1,3,0,0,0,0,0,0,"NYG","WAS",3,0,1,0,0,0,0,0,24,24,"WAS","NYG",3,24,"False","outdoors","fieldturf ",77,42,11,-3,"NYG",48,2019-09-29
"201909290ram","LAR",1,1,2,0,0,0,0,0,0,"LAR","TAM",55,0,0,0,0,0,0,1,6,6,"TAM","LAR",55,40,"False","outdoors","grass",74,41,2,-9,"LAR",48.5,2019-09-29
"201909290ram","TAM",3,0,2,1,1,0,0,0,0,"TAM","LAR",40,0,0,0,0,0,0,1,12,12,"TAM","LAR",55,40,"False","outdoors","grass",74,41,2,-9,"LAR",48.5,2019-09-29
"201909290rav","BAL",1,0,1,0,0,0,0,0,0,"BAL","CLE",40,0,0,0,0,0,0,1,-1,-1,"CLE","BAL",40,25,"False","outdoors","grass",83,57,8,-7.5,"BAL",47,2019-09-29
"201909290rav","CLE",2,0,4,1,0,0,0,0,0,"CLE","BAL",25,0,0,0,0,1,0,0,10,10,"CLE","BAL",40,25,"False","outdoors","grass",83,57,8,-7.5,"BAL",47,2019-09-29
"201909300pit","CIN",0,0,0,1,0,0,0,0,0,"CIN","PIT",27,0,0,0,0,1,0,0,2,2,"CIN","PIT",3,27,"False","outdoors","grass",76,72,1,-3.5,"PIT",45.5,2019-09-30
"201909300pit","PIT",1,0,8,1,0,0,0,0,0,"PIT","CIN",3,0,1,0,0,0,0,0,19,19,"CIN","PIT",3,27,"False","outdoors","grass",76,72,1,-3.5,"PIT",45.5,2019-09-30
"201910030sea","LAR",0,0,1,1,0,0,0,0,0,"LAR","SEA",30,0,0,0,0,0,1,0,2,2,"LAR","SEA",29,30,"False","outdoors","fieldturf",57,56,7,-1.5,"SEA",49,2019-10-03
"201910030sea","SEA",1,0,0,1,0,0,0,0,0,"SEA","LAR",29,0,0,0,0,0,1,0,3,3,"LAR","SEA",29,30,"False","outdoors","fieldturf",57,56,7,-1.5,"SEA",49,2019-10-03
"201910060car","CAR",0,0,2,3,1,0,0,0,0,"CAR","JAX",27,0,0,0,0,1,0,0,14,14,"JAX","CAR",27,34,"False","outdoors","grass",72,59,4,-3,"CAR",41,2019-10-06
"201910060car","JAX",0,0,3,0,0,0,0,0,0,"JAX","CAR",34,0,0,0,0,0,1,0,2,2,"JAX","CAR",27,34,"False","outdoors","grass",72,59,4,-3,"CAR",41,2019-10-06
"201910060cin","CIN",0,0,1,0,0,0,0,0,0,"CIN","ARI",26,0,0,0,0,1,0,0,1,1,"ARI","CIN",26,23,"False","outdoors","grass",76,68,6,-3,"CIN",45,2019-10-06
